,Locality,Year,FIPS Code,Source,Type,Case Count Display,Rate,VDH Health District,VDH Health District Case Count Display,VDH Health District Case Rate,VDH Health Region,VDH Health Region Case Count Display,VDH Health Region Case Rate,Virginia Hospital & Healthcare Preparedness Region,Virginia Hospital & Healthcare Preparedness Region Case Count Display,Virginia Hospital & Healthcare Preparedness Region Case Rate,Virginia Department of Emergency Management Region,Virginia Department of Emergency Management Region Case Count Display,Virginia Department of Emergency Management Region Case Rate,Community Service Board,Community Service Board Case Count Display,Community Service Board Case Rate,Virginia State Police Division,Virginia State Police Division Case Count Display,Virginia State Police Division Case Rate,Virginia State,Virginia State Case Count Display,Virginia State Case Rate,X__2
2130,Russell,2016,51167,OD Death,Fatal Prescription Opioid Overdose,6,21.9,Cumberland Plateau,20,18.8,Southwest,103,7.6,Far Southwest,43,12.1,Southwest,55,12.1,Cumberland Mountain Community Services,14,15.3,VSP Division 4,53,12.2,Virginia State,471,5.5,27725
2136,Russell,2016,51167,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Cumberland Plateau,NA,0.9,Southwest,56,4.2,Far Southwest,7,2,Southwest,8,1.8,Cumberland Mountain Community Services,NA,1.1,VSP Division 4,7,1.6,Virginia State,813,9.5,27725
2142,Russell,2016,51167,ED,ED Opioid Overdose,39,142.5,Cumberland Plateau,140,131.3,Southwest,1775,131.5,Far Southwest,484,136.1,Southwest,592,130.5,Cumberland Mountain Community Services,104,113.4,VSP Division 4,569,130.5,Virginia State,8710,103.5,27725
2145,Russell,2016,51167,ED,ED Heroin Overdose,0,0,Cumberland Plateau,0,0,Southwest,84,6.2,Far Southwest,NA,0.8,Southwest,NA,0.7,Cumberland Mountain Community Services,0,0,VSP Division 4,NA,0.7,Virginia State,1401,16.7,27725
2158,Scott,2016,51169,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Lenowisco,NA,1.1,Southwest,56,4.2,Far Southwest,7,2,Southwest,8,1.8,Planning District One Behavioral Health Services,NA,1.1,VSP Division 4,7,1.6,Virginia State,813,9.5,22290
2170,Scott,2016,51169,OD Death,Fatal Prescription Opioid Overdose,NA,13.7,Lenowisco,14,15.7,Southwest,103,7.6,Far Southwest,43,12.1,Southwest,55,12.1,Planning District One Behavioral Health Services,14,15.7,VSP Division 4,53,12.2,Virginia State,471,5.5,22290
2171,Scott,2016,51169,ED,ED Heroin Overdose,0,0,Lenowisco,0,0,Southwest,84,6.2,Far Southwest,NA,0.8,Southwest,NA,0.7,Planning District One Behavioral Health Services,0,0,VSP Division 4,NA,0.7,Virginia State,1401,16.7,22290
2181,Scott,2016,51169,ED,ED Opioid Overdose,NA,13.7,Lenowisco,169,189.5,Southwest,1775,131.5,Far Southwest,484,136.1,Southwest,592,130.5,Planning District One Behavioral Health Services,169,189.5,VSP Division 4,569,130.5,Virginia State,8710,103.5,22290
2186,Shenandoah,2016,51171,OD Death,Fatal Prescription Opioid Overdose,NA,6.9,Lord Fairfax,27,11.6,Northwest,83,6.3,Northwest,49,5.5,Culpeper,61,9,Northwestern Community Services,27,11.6,VSP Division 2,65,7.7,Virginia State,471,5.5,42854
2194,Shenandoah,2016,51171,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,6.9,Lord Fairfax,34,14.6,Northwest,146,11.1,Northwest,74,8.4,Culpeper,118,17.4,Northwestern Community Services,34,14.6,VSP Division 2,126,14.9,Virginia State,813,9.5,42854
2200,Shenandoah,2016,51171,ED,ED Heroin Overdose,15,34.7,Lord Fairfax,66,28.4,Northwest,310,23.6,Northwest,201,22.7,Culpeper,246,36.3,Northwestern Community Services,66,28.4,VSP Division 2,254,30.1,Virginia State,1401,16.7,42854
2208,Shenandoah,2016,51171,ED,ED Opioid Overdose,61,141.3,Lord Fairfax,279,120.1,Northwest,1330,101.2,Northwest,895,101.2,Culpeper,881,129.8,Northwestern Community Services,279,120.1,VSP Division 2,934,110.5,Virginia State,8710,103.5,42854
2217,Smyth,2016,51173,OD Death,Fatal Prescription Opioid Overdose,NA,3.2,Mount Rogers,9,4.8,Southwest,103,7.6,Far Southwest,43,12.1,Southwest,55,12.1,Mount Rogers Community Services Board,8,6.8,VSP Division 4,53,12.2,Virginia State,471,5.5,31298
2220,Smyth,2016,51173,ED,ED Heroin Overdose,0,0,Mount Rogers,NA,1.6,Southwest,84,6.2,Far Southwest,NA,0.8,Southwest,NA,0.7,Mount Rogers Community Services Board,NA,1.7,VSP Division 4,NA,0.7,Virginia State,1401,16.7,31298
2226,Smyth,2016,51173,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,6.4,Mount Rogers,5,2.6,Southwest,56,4.2,Far Southwest,7,2,Southwest,8,1.8,Mount Rogers Community Services Board,NA,2.5,VSP Division 4,7,1.6,Virginia State,813,9.5,31298
2236,Smyth,2016,51173,ED,ED Opioid Overdose,78,251.1,Mount Rogers,195,103.1,Southwest,1775,131.5,Far Southwest,484,136.1,Southwest,592,130.5,Mount Rogers Community Services Board,157,133,VSP Division 4,569,130.5,Virginia State,8710,103.5,31298
2243,Southampton,2016,51175,OD Death,Fatal Prescription Opioid Overdose,0,0,Western Tidewater,8,5.3,Eastern,125,6.7,Eastern,125,6.7,Tidewater,122,6.7,Western Tidewater Community Services Board,8,5.3,VSP Division 5,118,6.5,Virginia State,471,5.5,18089
2249,Southampton,2016,51175,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,11.1,Western Tidewater,9,5.9,Eastern,261,14.1,Eastern,261,14.1,Tidewater,256,14.1,Western Tidewater Community Services Board,9,5.9,VSP Division 5,254,13.9,Virginia State,813,9.5,18089
2257,Southampton,2016,51175,ED,ED Heroin Overdose,NA,5.5,Western Tidewater,28,18.4,Eastern,518,27.9,Eastern,518,27.9,Tidewater,517,28.4,Western Tidewater Community Services Board,28,18.4,VSP Division 5,516,28.3,Virginia State,1401,16.7,18089
2258,Southampton,2016,51175,ED,ED Opioid Overdose,9,49.8,Western Tidewater,135,88.7,Eastern,1992,107.3,Eastern,1992,107.3,Tidewater,1943,106.8,Western Tidewater Community Services Board,135,88.7,VSP Division 5,1925,105.6,Virginia State,8710,103.5,18089
2280,Spotsylvania,2016,51177,ED,ED Heroin Overdose,25,18.9,Rappahannock,88,24.4,Northwest,310,23.6,Northern,324,11.2,Culpeper,246,36.3,Rappahannock Area Community Services Board,88,24.4,VSP Division 2,254,30.1,Virginia State,1401,16.7,130159
2283,Spotsylvania,2016,51177,ED,ED Opioid Overdose,123,93.2,Rappahannock,351,97.3,Northwest,1330,101.2,Northern,2249,77.8,Culpeper,881,129.8,Rappahannock Area Community Services Board,351,97.3,VSP Division 2,934,110.5,Virginia State,8710,103.5,130159
2291,Spotsylvania,2016,51177,OD Death,Fatal Prescription Opioid Overdose,7,5.3,Rappahannock,25,6.9,Northwest,83,6.3,Northern,121,4.2,Culpeper,61,9,Rappahannock Area Community Services Board,25,6.9,VSP Division 2,65,7.7,Virginia State,471,5.5,130159
2292,Spotsylvania,2016,51177,OD Death,Fatal Fentanyl and/or Heroin Overdose,23,17.4,Rappahannock,54,15,Northwest,146,11.1,Northern,217,7.5,Culpeper,118,17.4,Rappahannock Area Community Services Board,54,15,VSP Division 2,126,14.9,Virginia State,813,9.5,130159
2302,Stafford,2016,51179,ED,ED Opioid Overdose,109,75.5,Rappahannock,351,97.3,Northwest,1330,101.2,Northern,2249,77.8,Northern Virginia,1923,73.8,Rappahannock Area Community Services Board,351,97.3,VSP Division 2,934,110.5,Virginia State,8710,103.5,141159
2316,Stafford,2016,51179,ED,ED Heroin Overdose,37,25.6,Rappahannock,88,24.4,Northwest,310,23.6,Northern,324,11.2,Northern Virginia,252,9.7,Rappahannock Area Community Services Board,88,24.4,VSP Division 2,254,30.1,Virginia State,1401,16.7,141159
2319,Stafford,2016,51179,OD Death,Fatal Fentanyl and/or Heroin Overdose,15,10.4,Rappahannock,54,15,Northwest,146,11.1,Northern,217,7.5,Northern Virginia,160,6.1,Rappahannock Area Community Services Board,54,15,VSP Division 2,126,14.9,Virginia State,813,9.5,141159
2323,Stafford,2016,51179,OD Death,Fatal Prescription Opioid Overdose,8,5.5,Rappahannock,25,6.9,Northwest,83,6.3,Northern,121,4.2,Northern Virginia,95,3.6,Rappahannock Area Community Services Board,25,6.9,VSP Division 2,65,7.7,Virginia State,471,5.5,141159
2332,Surry,2016,51181,ED,ED Heroin Overdose,NA,30.6,Crater,19,12.2,Central,274,19.2,Central,274,19.2,Tidewater,517,28.4,District 19 Community Services Board,21,12.1,VSP Division 5,516,28.3,Virginia State,1401,16.7,6670
2333,Surry,2016,51181,ED,ED Opioid Overdose,6,91.7,Crater,126,80.9,Central,1799,125.7,Central,1799,125.7,Tidewater,1943,106.8,District 19 Community Services Board,135,77.8,VSP Division 5,1925,105.6,Virginia State,8710,103.5,6670
2342,Surry,2016,51181,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Crater,24,15.4,Central,195,13.6,Central,195,13.6,Tidewater,256,14.1,District 19 Community Services Board,26,15,VSP Division 5,254,13.9,Virginia State,813,9.5,6670
2352,Surry,2016,51181,OD Death,Fatal Prescription Opioid Overdose,0,0,Crater,12,7.7,Central,67,4.7,Central,67,4.7,Tidewater,122,6.7,District 19 Community Services Board,12,6.9,VSP Division 5,118,6.5,Virginia State,471,5.5,6670
2356,Sussex,2016,51183,ED,ED Opioid Overdose,9,78.2,Crater,126,80.9,Central,1799,125.7,Central,1799,125.7,Richmond,1719,129.5,District 19 Community Services Board,135,77.8,VSP Division 5,1925,105.6,Virginia State,8710,103.5,11595
2358,Sussex,2016,51183,ED,ED Heroin Overdose,0,0,Crater,19,12.2,Central,274,19.2,Central,274,19.2,Richmond,270,20.3,District 19 Community Services Board,21,12.1,VSP Division 5,516,28.3,Virginia State,1401,16.7,11595
2368,Sussex,2016,51183,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,17.4,Crater,24,15.4,Central,195,13.6,Central,195,13.6,Richmond,194,14.6,District 19 Community Services Board,26,15,VSP Division 5,254,13.9,Virginia State,813,9.5,11595
2372,Sussex,2016,51183,OD Death,Fatal Prescription Opioid Overdose,0,0,Crater,12,7.7,Central,67,4.7,Central,67,4.7,Richmond,65,4.9,District 19 Community Services Board,12,6.9,VSP Division 5,118,6.5,Virginia State,471,5.5,11595
2382,Tazewell,2016,51185,ED,ED Heroin Overdose,0,0,Cumberland Plateau,0,0,Southwest,84,6.2,Far Southwest,NA,0.8,Southwest,NA,0.7,Cumberland Mountain Community Services,0,0,VSP Division 4,NA,0.7,Virginia State,1401,16.7,42689
2384,Tazewell,2016,51185,ED,ED Opioid Overdose,33,78.3,Cumberland Plateau,140,131.3,Southwest,1775,131.5,Far Southwest,484,136.1,Southwest,592,130.5,Cumberland Mountain Community Services,104,113.4,VSP Division 4,569,130.5,Virginia State,8710,103.5,42689
2403,Tazewell,2016,51185,OD Death,Fatal Prescription Opioid Overdose,5,11.9,Cumberland Plateau,20,18.8,Southwest,103,7.6,Far Southwest,43,12.1,Southwest,55,12.1,Cumberland Mountain Community Services,14,15.3,VSP Division 4,53,12.2,Virginia State,471,5.5,42689
2404,Tazewell,2016,51185,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,2.4,Cumberland Plateau,NA,0.9,Southwest,56,4.2,Far Southwest,7,2,Southwest,8,1.8,Cumberland Mountain Community Services,NA,1.1,VSP Division 4,7,1.6,Virginia State,813,9.5,42689
2409,Warren,2016,51187,ED,ED Opioid Overdose,54,137.9,Lord Fairfax,279,120.1,Northwest,1330,101.2,Northwest,895,101.2,Culpeper,881,129.8,Northwestern Community Services,279,120.1,VSP Division 2,934,110.5,Virginia State,8710,103.5,38991
2418,Warren,2016,51187,ED,ED Heroin Overdose,9,23,Lord Fairfax,66,28.4,Northwest,310,23.6,Northwest,201,22.7,Culpeper,246,36.3,Northwestern Community Services,66,28.4,VSP Division 2,254,30.1,Virginia State,1401,16.7,38991
2432,Warren,2016,51187,OD Death,Fatal Fentanyl and/or Heroin Overdose,5,12.8,Lord Fairfax,34,14.6,Northwest,146,11.1,Northwest,74,8.4,Culpeper,118,17.4,Northwestern Community Services,34,14.6,VSP Division 2,126,14.9,Virginia State,813,9.5,38991
2436,Warren,2016,51187,OD Death,Fatal Prescription Opioid Overdose,7,17.9,Lord Fairfax,27,11.6,Northwest,83,6.3,Northwest,49,5.5,Culpeper,61,9,Northwestern Community Services,27,11.6,VSP Division 2,65,7.7,Virginia State,471,5.5,38991
2451,Washington,2016,51191,ED,ED Opioid Overdose,37,68.2,Mount Rogers,195,103.1,Southwest,1775,131.5,Far Southwest,484,136.1,Southwest,592,130.5,Highlands Community Services,38,53.4,VSP Division 4,569,130.5,Virginia State,8710,103.5,54457
2459,Washington,2016,51191,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,1.8,Mount Rogers,5,2.6,Southwest,56,4.2,Far Southwest,7,2,Southwest,8,1.8,Highlands Community Services,NA,2.8,VSP Division 4,7,1.6,Virginia State,813,9.5,54457
2461,Washington,2016,51191,OD Death,Fatal Prescription Opioid Overdose,NA,1.8,Mount Rogers,9,4.8,Southwest,103,7.6,Far Southwest,43,12.1,Southwest,55,12.1,Highlands Community Services,NA,1.4,VSP Division 4,53,12.2,Virginia State,471,5.5,54457
2463,Washington,2016,51191,ED,ED Heroin Overdose,NA,1.8,Mount Rogers,NA,1.6,Southwest,84,6.2,Far Southwest,NA,0.8,Southwest,NA,0.7,Highlands Community Services,NA,1.4,VSP Division 4,NA,0.7,Virginia State,1401,16.7,54457
2482,Westmoreland,2016,51193,ED,ED Opioid Overdose,27,153.5,Three Rivers,185,131.3,Eastern,1992,107.3,Eastern,1992,107.3,Tidewater,1943,106.8,Middle Peninsula-Northern Neck Community Services Board,185,131.3,VSP Division 1,1870,132.2,Virginia State,8710,103.5,17596
2489,Westmoreland,2016,51193,ED,ED Heroin Overdose,5,28.4,Three Rivers,22,15.6,Eastern,518,27.9,Eastern,518,27.9,Tidewater,517,28.4,Middle Peninsula-Northern Neck Community Services Board,22,15.6,VSP Division 1,299,21.1,Virginia State,1401,16.7,17596
2490,Westmoreland,2016,51193,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,22.7,Three Rivers,17,12.1,Eastern,261,14.1,Eastern,261,14.1,Tidewater,256,14.1,Middle Peninsula-Northern Neck Community Services Board,17,12.1,VSP Division 1,207,14.6,Virginia State,813,9.5,17596
2492,Westmoreland,2016,51193,OD Death,Fatal Prescription Opioid Overdose,NA,22.7,Three Rivers,10,7.1,Eastern,125,6.7,Eastern,125,6.7,Tidewater,122,6.7,Middle Peninsula-Northern Neck Community Services Board,10,7.1,VSP Division 1,76,5.4,Virginia State,471,5.5,17596
2500,Wise,2016,51195,ED,ED Opioid Overdose,123,313.6,Lenowisco,169,189.5,Southwest,1775,131.5,Far Southwest,484,136.1,Southwest,592,130.5,Planning District One Behavioral Health Services,169,189.5,VSP Division 4,569,130.5,Virginia State,8710,103.5,39539
2510,Wise,2016,51195,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,2.5,Lenowisco,NA,1.1,Southwest,56,4.2,Far Southwest,7,2,Southwest,8,1.8,Planning District One Behavioral Health Services,NA,1.1,VSP Division 4,7,1.6,Virginia State,813,9.5,39539
2514,Wise,2016,51195,OD Death,Fatal Prescription Opioid Overdose,8,20.4,Lenowisco,14,15.7,Southwest,103,7.6,Far Southwest,43,12.1,Southwest,55,12.1,Planning District One Behavioral Health Services,14,15.7,VSP Division 4,53,12.2,Virginia State,471,5.5,39539
2518,Wise,2016,51195,ED,ED Heroin Overdose,0,0,Lenowisco,0,0,Southwest,84,6.2,Far Southwest,NA,0.8,Southwest,NA,0.7,Planning District One Behavioral Health Services,0,0,VSP Division 4,NA,0.7,Virginia State,1401,16.7,39539
2523,Wythe,2016,51197,ED,ED Opioid Overdose,NA,13.8,Mount Rogers,195,103.1,Southwest,1775,131.5,Far Southwest,484,136.1,Southwest,592,130.5,Mount Rogers Community Services Board,157,133,VSP Division 4,569,130.5,Virginia State,8710,103.5,29048
2541,Wythe,2016,51197,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,3.4,Mount Rogers,5,2.6,Southwest,56,4.2,Far Southwest,7,2,Southwest,8,1.8,Mount Rogers Community Services Board,NA,2.5,VSP Division 4,7,1.6,Virginia State,813,9.5,29048
2545,Wythe,2016,51197,ED,ED Heroin Overdose,0,0,Mount Rogers,NA,1.6,Southwest,84,6.2,Far Southwest,NA,0.8,Southwest,NA,0.7,Mount Rogers Community Services Board,NA,1.7,VSP Division 4,NA,0.7,Virginia State,1401,16.7,29048
2547,Wythe,2016,51197,OD Death,Fatal Prescription Opioid Overdose,6,20.7,Mount Rogers,9,4.8,Southwest,103,7.6,Far Southwest,43,12.1,Southwest,55,12.1,Mount Rogers Community Services Board,8,6.8,VSP Division 4,53,12.2,Virginia State,471,5.5,29048
2550,York,2016,51199,ED,ED Opioid Overdose,54,79.4,Peninsula,423,120.4,Eastern,1992,107.3,Eastern,1992,107.3,Tidewater,1943,106.8,Colonial Behavioral Health,152,89.6,VSP Division 5,1925,105.6,Virginia State,8710,103.5,67196
2559,York,2016,51199,OD Death,Fatal Fentanyl and/or Heroin Overdose,6,8.8,Peninsula,37,10.5,Eastern,261,14.1,Eastern,261,14.1,Tidewater,256,14.1,Colonial Behavioral Health,13,7.7,VSP Division 5,254,13.9,Virginia State,813,9.5,67196
2571,York,2016,51199,OD Death,Fatal Prescription Opioid Overdose,NA,1.5,Peninsula,23,6.5,Eastern,125,6.7,Eastern,125,6.7,Tidewater,122,6.7,Colonial Behavioral Health,NA,1.8,VSP Division 5,118,6.5,Virginia State,471,5.5,67196
2576,York,2016,51199,ED,ED Heroin Overdose,11,16.2,Peninsula,55,15.7,Eastern,518,27.9,Eastern,518,27.9,Tidewater,517,28.4,Colonial Behavioral Health,20,11.8,VSP Division 5,516,28.3,Virginia State,1401,16.7,67196
3,Accomack,2017,51001,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,3,Eastern Shore,NA,2.2,Eastern,229,12.3,Eastern,229,12.3,Tidewater,224,12.3,Eastern Shore Community Services Board,NA,2.2,VSP Division 5,225,12.3,Virginia State,938,11,32840
7,Accomack,2017,51001,ED,ED Heroin Overdose,0,0,Eastern Shore,0,0,Eastern,475,25.6,Eastern,475,25.6,Tidewater,464,25.5,Eastern Shore Community Services Board,0,0,VSP Division 5,468,25.7,Virginia State,1586,18.9,32840
15,Accomack,2017,51001,OD Death,Fatal Prescription Opioid Overdose,0,0,Eastern Shore,NA,2.2,Eastern,117,6.3,Eastern,117,6.3,Tidewater,118,6.5,Eastern Shore Community Services Board,NA,2.2,VSP Division 5,112,6.1,Virginia State,507,5.9,32840
25,Accomack,2017,51001,ED,ED Opioid Overdose,20,60.7,Eastern Shore,31,68.8,Eastern,1729,93.2,Eastern,1729,93.2,Tidewater,1690,92.9,Eastern Shore Community Services Board,31,68.8,VSP Division 5,1689,92.6,Virginia State,8578,102,32840
30,Albemarle,2017,51003,ED,ED Heroin Overdose,10,9.4,Thomas Jefferson,55,22,Northwest,389,29.6,Northwest,251,28.4,Central Virginia,55,7.1,Region Ten Community Services Board,55,22,VSP Division 3,48,7.3,Virginia State,1586,18.9,105105
34,Albemarle,2017,51003,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,3.7,Thomas Jefferson,14,5.6,Northwest,144,11,Northwest,93,10.5,Central Virginia,39,5.1,Region Ten Community Services Board,14,5.6,VSP Division 3,37,5.6,Virginia State,938,11,105105
43,Albemarle,2017,51003,OD Death,Fatal Prescription Opioid Overdose,NA,2.8,Thomas Jefferson,6,2.4,Northwest,74,5.6,Northwest,49,5.5,Central Virginia,26,3.4,Region Ten Community Services Board,6,2.4,VSP Division 3,22,3.3,Virginia State,507,5.9,105105
47,Albemarle,2017,51003,ED,ED Opioid Overdose,90,84.2,Thomas Jefferson,264,105.8,Northwest,1435,109.2,Northwest,932,105.4,Central Virginia,611,79.2,Region Ten Community Services Board,264,105.8,VSP Division 3,545,82.8,Virginia State,8578,102,105105
58,Alleghany,2017,51005,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,6.4,Alleghany,24,13.4,Southwest,101,7.5,Near Southwest,95,9.6,Roanoke Area,83,11,Alleghany Highlands Community Services Board,NA,14.2,VSP Division 6,83,10.7,Virginia State,938,11,15489
64,Alleghany,2017,51005,ED,ED Heroin Overdose,NA,19.2,Alleghany,76,42.4,Southwest,219,16.2,Near Southwest,218,21.9,Roanoke Area,213,28.2,Alleghany Highlands Community Services Board,NA,14.2,VSP Division 6,216,27.9,Virginia State,1586,18.9,15489
68,Alleghany,2017,51005,OD Death,Fatal Prescription Opioid Overdose,0,0,Alleghany,12,6.7,Southwest,122,9,Near Southwest,75,7.5,Roanoke Area,59,7.8,Alleghany Highlands Community Services Board,NA,14.2,VSP Division 6,59,7.6,Virginia State,507,5.9,15489
78,Alleghany,2017,51005,ED,ED Opioid Overdose,23,147.5,Alleghany,253,141.3,Southwest,1803,133.6,Near Southwest,1353,136.1,Roanoke Area,1124,148.7,Alleghany Highlands Community Services Board,23,108.9,VSP Division 6,1153,149,Virginia State,8578,102,15489
85,Amelia,2017,51007,OD Death,Fatal Prescription Opioid Overdose,NA,7.7,Piedmont,NA,3.9,Central,84,5.9,Central,84,5.9,Richmond,78,5.9,Crossroads Community Services Board,NA,3.9,VSP Division 1,91,6.4,Virginia State,507,5.9,12802
99,Amelia,2017,51007,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,7.7,Piedmont,6,5.8,Central,264,18.5,Central,264,18.5,Richmond,260,19.6,Crossroads Community Services Board,6,5.8,VSP Division 1,269,19,Virginia State,938,11,12802
104,Amelia,2017,51007,ED,ED Opioid Overdose,24,185.9,Piedmont,99,96.3,Central,2032,142,Central,2032,142,Richmond,1944,146.4,Crossroads Community Services Board,99,96.3,VSP Division 1,2082,147.2,Virginia State,8578,102,12802
111,Amelia,2017,51007,ED,ED Heroin Overdose,NA,31,Piedmont,NA,3.9,Central,271,18.9,Central,271,18.9,Richmond,280,21.1,Crossroads Community Services Board,NA,3.9,VSP Division 1,312,22.1,Virginia State,1586,18.9,12802
115,Amherst,2017,51009,OD Death,Fatal Prescription Opioid Overdose,NA,3.2,Central Virginia,10,3.8,Southwest,122,9,Near Southwest,75,7.5,Central Virginia,26,3.4,Horizon Behavioral Health,10,3.8,VSP Division 3,22,3.3,Virginia State,507,5.9,31819
126,Amherst,2017,51009,ED,ED Opioid Overdose,25,79,Central Virginia,214,82.2,Southwest,1803,133.6,Near Southwest,1353,136.1,Central Virginia,611,79.2,Horizon Behavioral Health,214,82.2,VSP Division 3,545,82.8,Virginia State,8578,102,31819
135,Amherst,2017,51009,ED,ED Heroin Overdose,0,0,Central Virginia,12,4.6,Southwest,219,16.2,Near Southwest,218,21.9,Central Virginia,55,7.1,Horizon Behavioral Health,12,4.6,VSP Division 3,48,7.3,Virginia State,1586,18.9,31819
136,Amherst,2017,51009,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,6.3,Central Virginia,13,5,Southwest,101,7.5,Near Southwest,95,9.6,Central Virginia,39,5.1,Horizon Behavioral Health,13,5,VSP Division 3,37,5.6,Virginia State,938,11,31819
144,Appomattox,2017,51011,ED,ED Opioid Overdose,7,45.2,Central Virginia,214,82.2,Southwest,1803,133.6,Near Southwest,1353,136.1,Central Virginia,611,79.2,Horizon Behavioral Health,214,82.2,VSP Division 3,545,82.8,Virginia State,8578,102,15462
148,Appomattox,2017,51011,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Central Virginia,13,5,Southwest,101,7.5,Near Southwest,95,9.6,Central Virginia,39,5.1,Horizon Behavioral Health,13,5,VSP Division 3,37,5.6,Virginia State,938,11,15462
164,Appomattox,2017,51011,ED,ED Heroin Overdose,0,0,Central Virginia,12,4.6,Southwest,219,16.2,Near Southwest,218,21.9,Central Virginia,55,7.1,Horizon Behavioral Health,12,4.6,VSP Division 3,48,7.3,Virginia State,1586,18.9,15462
168,Appomattox,2017,51011,OD Death,Fatal Prescription Opioid Overdose,0,0,Central Virginia,10,3.8,Southwest,122,9,Near Southwest,75,7.5,Central Virginia,26,3.4,Horizon Behavioral Health,10,3.8,VSP Division 3,22,3.3,Virginia State,507,5.9,15462
169,Arlington,2017,51013,OD Death,Fatal Fentanyl and/or Heroin Overdose,19,8.3,Arlington,19,8.3,Northern,190,7.7,Northern,241,8.3,Northern Virginia,200,7.7,Arlington County Community Services Board,19,8.3,VSP Division 7,190,7.7,Virginia State,938,11,229534
172,Arlington,2017,51013,OD Death,Fatal Prescription Opioid Overdose,9,3.9,Arlington,9,3.9,Northern,101,4.1,Northern,126,4.4,Northern Virginia,108,4.1,Arlington County Community Services Board,9,3.9,VSP Division 7,101,4.1,Virginia State,507,5.9,229534
187,Arlington,2017,51013,ED,ED Heroin Overdose,19,8.3,Arlington,19,8.3,Northern,232,9.4,Northern,370,12.8,Northern Virginia,286,11,Arlington County Community Services Board,19,8.3,VSP Division 7,232,9.4,Virginia State,1586,18.9,229534
188,Arlington,2017,51013,ED,ED Opioid Overdose,99,43,Arlington,99,43,Northern,1579,64.2,Northern,2082,72,Northern Virginia,1695,65.1,Arlington County Community Services Board,99,43,VSP Division 7,1579,64.2,Virginia State,8578,102,229534
201,Augusta,2017,51015,OD Death,Fatal Prescription Opioid Overdose,6,8,Central Shenandoah,13,4.4,Northwest,74,5.6,Northwest,49,5.5,Central Virginia,26,3.4,Valley Community Services Board,8,6.5,VSP Division 3,22,3.3,Virginia State,507,5.9,74390
205,Augusta,2017,51015,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,2.7,Central Shenandoah,12,4,Northwest,144,11,Northwest,93,10.5,Central Virginia,39,5.1,Valley Community Services Board,9,7.3,VSP Division 3,37,5.6,Virginia State,938,11,74390
210,Augusta,2017,51015,ED,ED Heroin Overdose,NA,4,Central Shenandoah,21,7.1,Northwest,389,29.6,Northwest,251,28.4,Central Virginia,55,7.1,Valley Community Services Board,8,6.5,VSP Division 3,48,7.3,Virginia State,1586,18.9,74390
215,Augusta,2017,51015,ED,ED Opioid Overdose,26,34.7,Central Shenandoah,205,69.1,Northwest,1435,109.2,Northwest,932,105.4,Central Virginia,611,79.2,Valley Community Services Board,80,64.8,VSP Division 3,545,82.8,Virginia State,8578,102,74390
225,Bath,2017,51017,OD Death,Fatal Prescription Opioid Overdose,0,0,Central Shenandoah,13,4.4,Northwest,74,5.6,Northwest,49,5.5,Roanoke Area,59,7.8,Rockbridge Area Community Services,NA,2.5,VSP Division 6,59,7.6,Virginia State,507,5.9,4458
227,Bath,2017,51017,ED,ED Heroin Overdose,0,0,Central Shenandoah,21,7.1,Northwest,389,29.6,Northwest,251,28.4,Roanoke Area,213,28.2,Rockbridge Area Community Services,0,0,VSP Division 6,216,27.9,Virginia State,1586,18.9,4458
242,Bath,2017,51017,ED,ED Opioid Overdose,NA,89.4,Central Shenandoah,205,69.1,Northwest,1435,109.2,Northwest,932,105.4,Roanoke Area,1124,148.7,Rockbridge Area Community Services,38,94.1,VSP Division 6,1153,149,Virginia State,8578,102,4458
251,Bath,2017,51017,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Central Shenandoah,12,4,Northwest,144,11,Northwest,93,10.5,Roanoke Area,83,11,Rockbridge Area Community Services,0,0,VSP Division 6,83,10.7,Virginia State,938,11,4458
255,Bedford,2017,51019,OD Death,Fatal Prescription Opioid Overdose,5,6.4,Central Virginia,10,3.8,Southwest,122,9,Near Southwest,75,7.5,Roanoke Area,59,7.8,Horizon Behavioral Health,10,3.8,VSP Division 6,59,7.6,Virginia State,507,5.9,77319
